Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-54.18,,,-12.04,-5.28,10.07,105.47,-2.55,31.96,59.09
3-Year Average,51.35,85.11,,44.78,79.92,,-2.85,28.91,30.14,38.25,
5-Year Average,,,,111.18,,20.38,43.44,,12.92,22.47,
10-Year Average,,,,,,,,34.81,54.42,,
