Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,6.27,10.75,40.19,22.85,24.14,17.64,5.46,7.2,0.91,62.41,24.18
3-Year Average,4.01,8.9,18.17,24.02,28.83,21.51,15.48,9.97,4.49,20.67,
5-Year Average,5.3,4.5,11.8,17.34,20.27,22.74,21.54,15.2,10.75,16.86,
10-Year Average,14.82,11.39,11.99,11.64,14.25,13.61,12.7,13.49,14.0,18.55,
