Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,22.59,-0.94,6.72,79.9,70.52,3.67,3.66,15.02,24.52,4.85,12.43
3-Year Average,17.87,9.57,9.03,23.9,48.49,47.06,22.37,7.32,14.08,14.52,
5-Year Average,14.65,12.2,11.6,20.36,31.79,27.45,28.61,30.55,21.29,10.05,
10-Year Average,8.18,7.94,7.45,14.12,20.42,20.88,20.13,20.71,20.82,20.43,
