Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0
COGS,,,,,,,,,72.23,60.54,60.54
Gross Margin,,,,,,,,,27.77,39.46,39.46
SG&A,,,,,,,,,7.02,4.06,4.06
R&D,,,,,,,,,,,
Other,,,,,,,,,45.69,60.04,60.04
Operating Margin,,,,,,,,,-24.94,-24.64,-24.64
Net Int Inc & Other,,,,,,268.72,,,-1.84,0.02,0.02
EBT Margin,,,,,,,,,-26.78,-24.62,-24.62
