Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-15.64,-23.0,56.61,14.52,104.23,-34.89,-3.05,20.5,13.55,35.74,
3-Year Average,-11.15,-22.11,0.58,11.36,54.15,15.05,8.83,-8.72,9.88,22.92,
5-Year Average,0.97,-12.76,-3.29,-3.25,18.93,12.93,18.25,12.21,12.02,3.23,
10-Year Average,,5.91,4.84,18.61,10.77,6.78,1.57,4.17,4.1,10.8,
