Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,95.87,40.53,-8.28,8.56,1.02,-6.99,0.05,-3.34,-0.32,44.37,
3-Year Average,48.18,56.62,36.16,11.85,0.19,0.66,-2.04,-3.47,-1.22,11.63,
5-Year Average,45.2,47.88,33.2,30.78,22.59,5.62,-1.31,-0.27,-1.96,5.3,
10-Year Average,,,,,27.13,23.84,20.8,15.25,13.23,13.61,
