Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,9.89,8.02,8.34,0.73,1.58,2.51,2.5,19.15,42.31,3.04,-4.02
3-Year Average,10.36,8.94,8.75,5.64,3.5,1.6,2.19,7.78,20.23,20.44,
5-Year Average,12.01,9.95,9.48,7.13,5.64,4.19,3.1,5.08,12.59,12.92,
10-Year Average,17.9,13.45,12.17,11.12,9.7,8.03,6.47,7.26,9.83,9.22,
