Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,582.0,544.46,30.3,92.2,7.77,132.55,132.55
Free Cash Flow/Sales %,,,,,,,-82.31,-223.84,-100.1,,
Free Cash Flow/Net Income,3.58,3.64,1.66,-13.29,0.37,0.22,0.38,1.86,0.48,0.36,0.36
