Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.5,-20.74,-41.28,4.95,16.04,4.88,-1.55,18.11,,,-4.55
3-Year Average,10.92,3.75,-20.37,-21.24,-10.58,8.5,6.21,6.84,,-11.18,
5-Year Average,9.01,2.91,-8.68,-7.2,-9.27,-9.88,-5.89,8.23,,-6.27,
10-Year Average,10.22,6.3,-0.61,-1.79,-1.07,-0.89,-1.58,-0.58,,-7.78,
