Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-25.13,-39.81,10.19,21.57,14.08,16.59,18.03,14.22,12.47,14.04,10.84
3-Year Average,-2.96,-22.5,-20.81,-6.93,15.18,17.37,16.22,16.27,14.88,13.57,
5-Year Average,4.43,-8.63,-9.53,-9.01,-7.19,1.41,16.03,16.86,15.06,15.05,
10-Year Average,13.64,5.06,2.38,3.37,3.05,2.91,2.96,2.82,2.32,3.33,
