Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,80.0,-28.0,7.41,-10.34,1.28,-22.15,25.2,3.9,-21.88,48.8,307.14
3-Year Average,16.31,6.0,11.66,-11.49,-0.83,-10.92,-0.43,0.42,0.54,6.5,
5-Year Average,19.33,-4.41,4.0,2.78,4.8,-11.38,-1.01,-1.66,-4.33,3.32,
10-Year Average,1.92,15.3,10.69,,8.03,2.84,-2.72,1.13,-0.84,4.05,
