Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,16.6,-4.69,14.42,6.04,13.42,14.71,19.51,17.1,-35.5,61.83,-123.5
3-Year Average,28.11,20.87,8.34,4.96,11.23,11.32,15.85,17.09,-3.36,6.92,
5-Year Average,17.12,16.77,18.05,16.46,8.87,8.51,13.53,14.06,3.26,10.87,
10-Year Average,26.85,14.09,28.63,18.72,13.53,12.73,15.14,16.04,9.66,9.87,
