Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.27,16.08,-1.59,2.86,-4.79,100.17,-11.22,-16.15,62.81,-2.54,68.89
3-Year Average,,,11.78,5.52,-1.22,25.16,19.16,14.22,6.62,9.99,
5-Year Average,,,,,6.47,17.5,11.36,7.85,18.23,18.78,
10-Year Average,,,,,,,,,,12.45,
