Key Profitability,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Tax Rate %,,,,,,,,,,,
Net Margin %,,,,,,,,,,,
Asset Turnover (Average),,,,,,,,,0.01,0.04,0.08
Return on Assets %,,,,,,,,,-35.34,-126.58,-164.36
Financial Leverage (Average),,,,,,,,1.15,1.23,1.28,1.28
Return on Equity %,,,,,,,,,-41.5,-158.53,-205.85
Return on Invested Capital %,,,,,,,,,-36.37,-143.17,-186.73
Interest Coverage,,,,,,,,,-25.45,-76.98,-117.09
