Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,15.72,15.99,17.24,16.06,,16.66,15.36,18.8,27.81,27.33,27.48
R&D,,,,,,,,,,,
Other,34.19,36.12,40.24,42.51,65.63,48.33,44.59,41.04,30.22,44.17,44.7
Operating Margin,50.09,47.89,42.52,41.43,34.37,35.01,40.05,40.17,41.98,28.5,27.82
Net Int Inc & Other,-0.08,,,,,,,-0.52,-1.23,-1.12,-1.08
EBT Margin,50.01,47.89,42.52,41.43,34.37,35.01,40.05,39.65,40.75,27.38,26.74
