Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.89,24.07,-1.84,-16.53,17.2,-26.84,-80.06,329.55,61.55,6.05,
3-Year Average,158.6,27.84,8.85,0.55,-1.34,-10.55,-44.5,-14.42,11.44,94.51,
5-Year Average,36.32,71.42,83.95,11.35,4.76,-2.71,-32.5,-9.32,3.48,1.43,
10-Year Average,14.8,,33.08,7.12,20.49,15.16,7.57,29.15,7.34,3.08,
