Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,100.0,100.0,,,,,,,
COGS,,,89.4,43.51,,,,,,,
Gross Margin,,,10.6,56.49,,,,,,,
SG&A,,,251.13,113.66,,,,,,,
R&D,,,,,,,,,,,
Other,,,330.33,419.21,,,,,,,
Operating Margin,,,-570.86,-476.38,,,,,,,
Net Int Inc & Other,,,14.07,5.81,,,,,,,
EBT Margin,,,-556.79,-470.57,,,,,,,
