Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,24.6,22.89,-27.26,19.73,19.28,1.57,-21.16,17.55,17.58,-10.0,50.63
3-Year Average,,14.51,3.65,2.29,1.28,13.2,-1.52,-2.0,2.9,7.55,
5-Year Average,,,,5.51,9.73,5.33,-3.62,6.1,5.71,-0.08,
10-Year Average,,,,,,,,,5.61,4.71,
