Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-26.27,2.59,10.62,16.91,-28.59,42.31,9.9,-15.69,10.36,
3-Year Average,,,,-5.77,9.88,-2.62,5.91,3.75,9.66,0.75,
5-Year Average,,,,,,-6.93,6.16,7.63,1.94,0.77,
10-Year Average,,,,,,,,,,,
