Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,36.06,35.61,35.78,36.14,39.14,39.68,39.32,38.89,39.47,39.33,38.49
Gross Margin,63.94,64.39,64.22,63.86,60.86,60.32,60.68,61.11,60.53,60.67,61.51
SG&A,37.93,36.86,36.65,37.57,37.43,36.94,21.16,22.0,23.11,22.55,19.88
R&D,,,,,,,,,,,
Other,0.88,1.1,1.01,2.33,1.57,0.93,17.7,18.0,17.72,17.52,21.43
Operating Margin,25.13,26.44,26.56,23.96,21.86,22.45,21.83,21.11,19.7,20.61,20.2
Net Int Inc & Other,2.15,-2.94,2.31,16.5,2.76,2.15,2.67,-0.83,1.98,-1.17,-3.26
EBT Margin,27.28,23.5,28.87,40.45,24.62,24.59,24.5,20.27,21.68,19.43,16.94
