Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,366.93,-2.93,-70.14,-39.93,,,,
Free Cash Flow Growth % YOY,,,,366.93,-31.89,,,,,,
Cap Ex as a % of Sales,,,,,5.02,5.3,9.69,4.12,2.69,1.84,
Free Cash Flow/Sales %,-113.78,-10.64,6.66,21.8,11.81,-0.22,-6.01,-4.42,-3.19,-1.42,4.76
Free Cash Flow/Net Income,0.45,-6.45,-0.35,6.07,0.39,-0.01,0.66,0.47,0.55,-0.3,0.7
