Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,3.16,7.08,10.32,4.84,-26.01,-37.32,-12.76,
3-Year Average,,,,,,6.81,7.39,-5.06,-21.37,-26.04,
5-Year Average,,,,,,,,-1.12,-10.5,-14.09,
10-Year Average,,,,,,,,,,,
