Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,8.19,6.9,7.51,7.07,0.89,
3-Year Average,,,,,,,,7.53,7.16,5.11,
5-Year Average,,,,,,,,,,6.08,
10-Year Average,,,,,,,,,,,
