Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,35.9,36.06,35.96,38.6,38.76,39.43,41.09,39.62,37.13,37.04,37.71
Gross Margin,64.1,63.94,64.04,61.4,61.24,60.57,58.91,60.38,62.87,62.96,62.29
SG&A,25.49,27.6,26.76,27.12,25.99,24.28,24.26,24.13,23.22,23.28,23.22
R&D,13.47,14.42,13.17,13.47,11.91,12.22,13.35,12.63,12.78,12.62,12.72
Other,1.27,1.65,1.23,3.05,1.49,1.03,1.47,1.71,1.16,2.11,1.55
Operating Margin,23.88,20.27,22.89,17.76,21.85,23.03,19.82,21.91,25.71,24.94,24.8
Net Int Inc & Other,2.06,1.03,0.63,0.35,0.2,0.06,0.78,0.88,0.53,0.65,0.93
EBT Margin,25.94,21.3,23.51,18.11,22.06,23.1,20.61,22.78,26.24,25.6,25.73
