Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,50.61,-10.83,10.85,31.76,44.87,28.22,27.03,33.52,15.42,2.18,-68.8
3-Year Average,50.35,28.93,14.19,9.21,28.38,34.76,33.13,29.56,25.1,16.34,
5-Year Average,82.06,50.53,27.43,25.64,23.23,19.33,28.08,32.93,29.46,20.73,
10-Year Average,,,,,47.46,47.39,38.85,30.15,27.53,21.97,
