Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,84.02,129.38,-39.22,33.02,8.17,10.48,36.21,36.69,-20.65,-26.26,14.92
3-Year Average,36.52,88.97,36.89,22.86,-4.37,16.71,17.63,27.18,13.9,-7.17,
5-Year Average,39.09,42.49,28.82,40.4,29.85,17.25,5.65,24.24,12.04,3.78,
10-Year Average,24.71,37.89,27.24,35.12,25.51,27.7,22.69,26.51,25.42,16.08,
