Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,30.82,12.82,-3.52,14.99,5.62,-3.49,-22.5,-48.81,179.42,14.45,
3-Year Average,29.76,19.35,12.5,7.77,5.43,5.44,-7.56,-27.38,3.5,17.86,
5-Year Average,24.1,20.41,18.92,13.53,11.58,4.99,-2.6,-14.2,2.48,4.13,
10-Year Average,23.3,40.03,49.85,19.14,17.55,14.15,8.29,1.01,7.86,7.79,
