Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,25.22,25.11,26.19,25.68,27.11,28.26,27.41,31.03,31.73,34.62,34.31
Gross Margin,74.78,74.89,73.81,74.32,72.89,71.74,72.59,68.97,68.26,65.38,65.68
SG&A,33.69,33.92,29.48,29.2,28.43,31.71,32.91,36.94,37.14,35.81,37.21
R&D,14.56,16.26,17.36,15.04,14.73,13.53,13.58,14.99,13.3,13.15,13.77
Other,23.69,15.07,18.63,18.15,18.72,17.88,13.26,6.49,6.35,2.94,2.26
Operating Margin,2.84,9.64,8.33,11.94,11.02,8.62,14.52,15.51,14.35,16.51,17.56
Net Int Inc & Other,-4.41,-2.06,-2.05,-2.67,-2.85,-2.28,-2.0,-1.8,-2.77,-2.18,-1.82
EBT Margin,-1.57,7.57,6.28,9.27,8.16,6.35,12.52,13.7,11.58,14.34,15.75
