Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-25.16,-10.92,-44.34,53.67,12.5,-68.3,248.45,7.1,19.34,-6.71,-62.5
3-Year Average,13.99,10.92,-28.14,-8.67,-1.27,-18.17,7.51,5.76,64.53,6.04,
5-Year Average,2.86,-1.04,-5.99,3.14,-8.5,-22.94,1.23,15.38,9.69,5.66,
10-Year Average,13.72,11.27,1.06,3.76,2.9,-10.97,0.09,4.15,6.37,-1.67,
