Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,34.69,43.08,33.18,34.33,38.18,39.56,39.78,40.49,41.32,41.52,41.27
R&D,,,,,,,,,,,
Other,23.74,21.6,18.94,25.26,26.52,27.15,32.59,23.93,21.77,16.78,17.08
Operating Margin,31.95,4.12,16.0,24.21,27.51,29.8,27.4,32.28,32.82,36.1,36.75
Net Int Inc & Other,-9.62,-31.19,-31.88,-16.2,-7.79,-3.49,-0.23,-3.3,-4.09,-5.6,-4.9
EBT Margin,31.95,4.12,16.0,24.21,27.51,29.8,27.4,32.28,32.82,36.1,36.75
