Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-4.25,,,,-16.21,-29.41,-28.26,,,257.63,
Free Cash Flow Growth % YOY,,,,,,,,,,457.75,
Cap Ex as a % of Sales,28.61,8.56,1.81,1.41,2.38,4.48,2.17,1.28,0.65,0.67,0.7
Free Cash Flow/Sales %,-19.46,-10.8,-3.23,1.11,-0.17,-2.76,-0.85,-4.64,0.84,5.05,5.23
Free Cash Flow/Net Income,8.09,1.94,-41.0,-0.5,0.08,0.67,0.11,3.82,0.39,-3.2,-5.22
