Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,24.87,15.84,-4.83,7.52,-5.37,58.73,-4.72,50.57,-42.19,
3-Year Average,,39.87,29.76,11.24,5.83,-1.07,17.32,12.69,31.56,-6.05,
5-Year Average,,22.5,22.64,24.71,17.46,6.97,12.23,7.93,18.3,4.49,
10-Year Average,,6.98,7.47,4.07,3.0,8.01,17.25,15.05,21.46,10.79,
