Key Profitability,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Tax Rate %,,,,,,,,,,,
Net Margin %,,,,,-72.47,,5.37,,,,
Asset Turnover (Average),,,,,1.43,,0.68,,,,
Return on Assets %,-17.13,-41.36,2.36,-94.61,-103.43,-45.51,3.64,-76.26,-48.06,-17.41,-38.93
Financial Leverage (Average),1.16,1.05,1.06,2.22,2.51,6.78,9.84,,,,
Return on Equity %,-18.65,-46.16,2.48,-121.66,-254.18,-142.9,31.07,,,,
Return on Invested Capital %,-20.23,-51.58,-0.91,-128.24,-259.09,-158.46,36.57,,,,
Interest Coverage,,,,,,-53.3,1.96,-12.88,-4.54,-0.67,-2.18
