Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,38.61,-78.27,93.59,-27.81,44.95,96.2,30.0,30.52,34.98,-19.58,
3-Year Average,19.76,-9.14,-16.46,-32.79,26.53,27.09,54.63,49.32,31.82,12.32,
5-Year Average,8.65,-19.56,-6.29,0.94,-9.41,-2.89,38.88,28.35,45.47,29.3,
10-Year Average,8.05,-11.61,-5.23,,,2.72,5.7,9.67,21.18,8.23,
