Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,37.7,-71.43,-45.83,369.23,-62.3,143.48,87.5,56.19,99.39,8.56,35.48
3-Year Average,30.27,-28.98,-40.27,-10.12,-1.41,62.71,19.85,92.47,80.07,50.09,
5-Year Average,22.87,-14.97,-19.31,-1.86,-17.72,-7.79,34.34,66.03,39.91,72.86,
10-Year Average,7.31,-7.9,-14.09,-2.17,-9.59,6.44,6.88,15.75,17.18,19.26,
