Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-94.39,,,,-35.33,,,98.31,-30.82,-35.75,135.85
3-Year Average,-55.78,,,141.63,,,-15.02,23.46,,-4.12,
5-Year Average,-24.51,,,-2.92,-12.55,,,,-3.38,-3.51,
10-Year Average,-9.53,,,12.89,9.11,,7.05,4.03,-3.15,-8.14,
