Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,,,,,,,,,,
COGS,106.96,,,,,,,,,,
Gross Margin,-6.96,,,,,,,,,,
SG&A,48.86,,,,,,,,,,
R&D,,,,,,,,,,,
Other,83.45,,,,,,,,,,
Operating Margin,-139.26,,,,,,,,,,
Net Int Inc & Other,-4.54,,,,,,,,,,
EBT Margin,-143.81,,,,,,,,,,
