Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-224.0,-815.0,222.0,,,59.0,-641.0,,,,
Free Cash Flow Growth % YOY,,,,,,,932.0,,,,
Cap Ex as a % of Sales,17.94,18.49,18.06,14.59,15.1,13.03,12.51,12.5,16.31,17.26,15.29
Free Cash Flow/Sales %,-0.5,-4.4,-2.2,7.58,2.82,3.87,4.57,-1.4,-1.23,3.97,1.62
Free Cash Flow/Net Income,0.72,-0.55,-0.47,133.33,7.83,-0.73,6.38,-0.29,-0.57,-0.48,-0.3
