Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,29.33,14.59,-16.42,34.7,32.45,13.13,11.36,20.02,7.74,-5.38,
3-Year Average,38.63,23.21,7.4,8.86,14.25,26.38,18.61,14.78,12.93,6.96,
5-Year Average,42.51,44.65,20.61,16.06,17.19,14.09,13.44,21.95,16.63,9.04,
10-Year Average,20.86,21.56,17.28,20.29,22.14,27.73,28.1,21.28,16.34,13.04,
