Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,100.0,,,,,
SG&A,,,,,,515.79,19.12,-98.3,10.83,724.44,724.44
R&D,,,,,,,,,,,
Other,,,,,,,,,,,
Operating Margin,,,,,,-415.79,80.88,198.3,89.17,-624.44,-624.44
Net Int Inc & Other,,,,,,,-0.36,1.7,-0.59,,
EBT Margin,,,,,,-415.79,80.52,200.0,88.58,-624.44,-624.44
