Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.84,13.75,8.25,23.52,14.14,16.82,11.07,-0.63,5.19,-25.93,
3-Year Average,12.08,19.6,14.79,15.0,15.13,18.09,13.98,8.84,5.1,-8.18,
5-Year Average,32.72,29.88,11.63,18.0,16.35,15.19,14.64,12.7,9.13,0.09,
10-Year Average,,,,,28.28,23.65,22.02,12.16,13.48,7.92,
