Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,378.46,189.75,2.03,8.56,19.85,33.7,29.81,23.22,,0.21,3.25
Free Cash Flow/Sales %,-381.37,-157.18,65.8,20.03,-4.63,0.01,5.54,-2.15,11.96,28.02,21.96
Free Cash Flow/Net Income,13.54,-25.41,-1.54,-3.03,-0.29,,-0.57,-0.39,-0.51,2.28,1.19
