Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,319.69,,,37.96,-46.56,224.75,-36.89,64.25,-27.06,127.82,-0.69
3-Year Average,56.93,,-24.63,-47.99,,33.78,3.08,49.87,-8.9,39.75,
5-Year Average,,,-16.99,-9.36,-20.6,-24.57,,19.94,5.58,41.11,
10-Year Average,27.81,,-2.61,-0.86,3.16,,1.02,-0.22,-2.18,5.85,
