Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,29.57,,,34.35,37.3,12.96,10.86,27.04,39.68,31.74,15.28
3-Year Average,-5.67,,73.91,76.03,,27.73,19.8,16.74,25.3,32.72,
5-Year Average,,,27.79,25.74,57.54,53.27,,24.03,24.99,23.97,
10-Year Average,,,,,,,,25.89,25.36,39.75,
