Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,15.26,-35.78,100.26,2.57,-7.31,16.22,13.52,12.6,-6.93,42.41
3-Year Average,,16.23,-7.06,14.02,9.67,23.94,3.38,6.94,14.1,5.96,
5-Year Average,,21.93,7.41,15.09,10.52,7.1,7.28,20.23,7.15,5.09,
10-Year Average,,,,17.73,20.11,14.07,14.37,13.64,11.05,7.77,
