Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,29.26,-72.4,-44.38,363.64,-61.22,136.52,79.1,50.66,91.99,2.89,
3-Year Average,27.25,-31.26,-41.68,-10.72,,62.01,17.99,85.49,73.03,43.84,
5-Year Average,21.76,-16.63,-20.56,-3.48,-18.63,-8.18,33.47,62.91,36.57,66.0,
10-Year Average,7.34,-8.52,-14.5,-2.69,-10.01,5.74,5.49,13.76,14.81,16.22,
