Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,,,650.0,157.78,127.59,-12.12
3-Year Average,,,,,,,-53.32,,,253.03,
5-Year Average,,,,16.08,,,,,14.48,,
10-Year Average,,,,,,,-8.29,3.63,15.27,11.87,
