Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,428.47,625.67,146.69,7.53,57.75,30.47,15.02,10.49,11.4,9.06,32.32
3-Year Average,,,355.66,168.0,61.15,30.32,33.28,18.36,12.29,10.31,
5-Year Average,,,,,176.11,108.73,44.41,22.97,23.85,15.03,
10-Year Average,,,,,,,,,,78.22,
