Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,-169.0,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,19.15,21.64,16.7,19.49,24.11,23.47,19.95,20.72,21.67,25.88,29.61
Free Cash Flow/Sales %,-14.88,-10.45,1.49,2.84,-2.38,-4.96,2.83,0.41,-3.77,2.59,-3.19
Free Cash Flow/Net Income,-3.52,-2.27,0.25,0.36,-0.27,-0.59,0.26,0.04,-0.34,0.21,-0.25
