Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,71.48,73.61,74.66,73.78,72.51,71.74,69.06,65.17
Gross Margin,,,,28.52,26.39,25.34,26.22,27.49,28.26,30.94,34.83
SG&A,,,,17.8,4.93,16.81,16.87,14.3,14.21,14.7,16.09
R&D,,,,,12.68,,,,,,
Other,,,,0.66,0.8,0.39,0.28,2.38,2.79,6.91,11.78
Operating Margin,,,,10.07,7.98,8.15,9.07,10.81,11.26,9.33,6.96
Net Int Inc & Other,,,,-3.91,-3.71,-2.65,-2.73,-1.63,-1.87,-2.37,-3.82
EBT Margin,,,,6.16,4.27,5.5,6.34,9.18,9.4,6.96,3.14
