Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,26.31,28.15,29.07,29.64,39.16,38.57,32.39,31.11,33.02,34.57,34.59
Gross Margin,73.69,71.85,70.93,70.36,60.84,61.43,67.61,68.89,66.98,65.43,65.41
SG&A,42.21,37.98,37.86,38.54,29.34,31.55,32.2,35.89,37.74,37.05,38.38
R&D,6.94,4.96,5.08,5.35,4.52,5.44,5.95,6.38,6.76,7.16,8.53
Other,1.77,2.08,2.0,1.63,1.9,1.56,3.22,1.69,1.27,1.58,1.73
Operating Margin,22.77,26.84,25.99,24.84,25.09,22.89,26.24,24.93,21.21,19.64,16.77
Net Int Inc & Other,3.66,2.82,1.6,0.79,1.43,0.52,0.35,-0.5,-0.43,-0.01,0.08
EBT Margin,26.43,29.65,27.59,25.63,26.52,23.41,26.59,24.43,20.78,19.63,16.86
