Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,20.8,18.91,12.73,18.98,22.09,25.0,20.28,21.37,21.06,23.72,18.65
3-Year Average,22.92,23.27,17.43,16.84,17.87,22.0,22.44,22.2,20.91,22.05,
5-Year Average,20.29,20.67,20.01,20.23,18.66,19.47,19.75,21.53,21.95,22.27,
10-Year Average,,,,,,19.88,20.21,20.77,21.09,20.45,
