Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,58.92,63.77,60.13,60.16,59.7,59.48,58.42,57.15,57.9,58.42,58.42
Gross Margin,41.08,36.23,39.87,39.84,40.3,40.52,41.58,42.85,42.1,41.58,41.58
SG&A,26.01,28.34,27.25,24.35,23.83,24.21,23.7,23.88,24.96,25.22,25.22
R&D,,,,,,,,,,,
Other,,,,,,,,,,,
Operating Margin,15.07,7.88,12.62,15.49,16.47,16.31,17.87,18.97,17.15,16.36,16.36
Net Int Inc & Other,-0.87,-1.56,-1.42,-1.03,-1.04,-0.87,-0.75,-1.1,-1.11,0.07,0.07
EBT Margin,14.2,6.32,11.2,14.46,15.43,15.44,17.12,17.87,16.04,16.44,16.44
