Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,800.0,207.41,86.75,-21.15,,,,914.29,52.11,
3-Year Average,,,,272.45,65.42,,,-10.54,,,
5-Year Average,,,,,,,,1.06,41.76,61.68,
10-Year Average,,,,,,,,,,,
