Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,3.73,204.32,-4.24,-39.65,-15.95,-45.75,,
3-Year Average,,,-4.23,,,44.59,20.71,-21.39,-34.96,,
5-Year Average,,,,1.3,22.63,,,8.92,-4.32,,
10-Year Average,,,,,,,,,-1.55,,
