Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,-13.15,70.21,-63.08,20.06,26.77,49.6,60.91,-32.86,40.37,-15.48,
Free Cash Flow Growth % YOY,-32.95,140.62,-69.06,-6.87,43.19,62.88,83.53,-32.8,52.07,-24.17,
Cap Ex as a % of Sales,1.02,0.48,0.49,0.95,0.94,1.08,1.04,0.73,0.71,1.18,1.18
Free Cash Flow/Sales %,1.77,4.17,1.49,1.33,1.81,2.72,4.64,3.27,5.49,4.56,4.56
Free Cash Flow/Net Income,0.47,1.2,0.6,0.42,0.52,0.76,1.8,1.31,2.86,1.56,1.56
