Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,18.31,0.28,1.15,9.91,11.04,14.18,15.4,7.55,10.81,-10.05,
Free Cash Flow Growth % YOY,26.62,6.69,117.24,18.93,-12.19,-2.43,-29.97,68.31,18.8,-5.26,
Cap Ex as a % of Sales,12.93,11.22,7.23,6.87,8.96,10.32,13.29,11.03,10.92,9.19,7.06
Free Cash Flow/Sales %,3.47,3.26,6.76,7.52,6.32,5.64,3.63,5.57,6.13,5.6,7.16
Free Cash Flow/Net Income,0.44,0.42,0.79,0.87,0.89,0.62,0.37,0.53,0.61,-0.99,-2.97
