Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,19.65,-18.13,2.79,-0.92,14.01,12.21,-4.36,1.78,8.11,2.26,
Free Cash Flow Growth % YOY,22.23,-17.83,3.07,-2.84,16.4,13.21,-5.77,2.42,9.7,3.93,
Cap Ex as a % of Sales,3.21,2.78,2.52,2.72,2.44,2.39,2.7,2.5,2.33,2.01,1.79
Free Cash Flow/Sales %,27.37,24.62,22.89,20.6,22.5,24.14,23.45,23.04,25.23,26.9,27.98
Free Cash Flow/Net Income,1.34,1.45,1.18,1.37,1.29,1.18,1.41,1.26,1.16,1.34,1.38
