Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,2244.83,-15.16,-80.08,55.0,-86.22,125.94,378.18,200.17,-36.19
3-Year Average,,,401.7,,58.24,-36.02,-65.09,-21.56,14.19,218.9,
5-Year Average,,,,,84.43,,-3.28,-39.42,-14.39,47.27,
10-Year Average,,,,,,,,,,64.81,
