Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,1.92,3.3,-20.73,34.05,9.37,-5.95,2.02,-7.73,-24.45,4.51,
3-Year Average,-1.02,-3.67,-5.85,3.16,5.14,11.3,1.62,-3.98,-10.74,-10.02,
5-Year Average,10.96,7.14,-4.51,-1.02,4.12,2.46,2.2,5.35,-6.06,-6.91,
10-Year Average,9.11,8.52,6.06,6.55,7.54,6.62,4.64,0.3,-3.57,-1.55,
