Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,33.0,21.69,74.25,4.85,1.68,-41.54,-14.15,19.11
3-Year Average,,,,,,41.28,30.52,22.93,-14.58,-20.09,
5-Year Average,,,,,,,,24.63,5.74,-1.39,
10-Year Average,,,,,,,,,,,
