Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,-90.86,,,,,,,,
Free Cash Flow Growth % YOY,,,-95.05,,,,,,,,
Cap Ex as a % of Sales,5.75,3.28,4.1,5.96,2.22,3.83,3.22,2.06,3.37,2.29,2.29
Free Cash Flow/Sales %,-27.33,45.8,4.19,-35.82,-4.59,-4.52,1.69,-23.06,-40.56,8.64,8.64
Free Cash Flow/Net Income,0.75,1.13,-0.64,0.8,-34.23,-6.36,-0.2,0.38,1.08,0.98,0.98
