Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.4,13.32,-4.3,21.84,10.48,-35.59,0.81,-2.99,-13.46,-12.53,2.1
3-Year Average,5.0,7.35,5.54,9.73,8.81,-4.65,-10.48,-14.28,-5.41,-9.78,
5-Year Average,4.61,6.36,4.66,7.6,9.61,-1.23,-3.51,-3.25,-9.64,-13.77,
10-Year Average,,5.74,5.6,6.37,4.84,1.65,1.3,0.63,-1.4,-2.78,
