Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,7.86,7.52,7.93,5.54,8.3,17.24,43.7,8.76,7.71,6.99,5.15
3-Year Average,31.81,23.93,7.77,6.99,7.25,10.25,22.2,22.37,18.96,7.82,
5-Year Average,23.2,22.57,21.59,16.74,7.42,9.23,15.76,15.94,16.41,16.13,
10-Year Average,28.22,16.73,15.5,15.81,15.51,16.01,19.11,18.73,16.57,11.69,
